"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"Bandera","Bandera Bulletin","*","*","606 Highway 16 S","Bandera, TX 78003-0697","PO Box 697","Bandera, TX 78003-0697","www.banderabulletin.com","830-796-3718",NA,"publisher@banderabulletin.com",2168,"Bandera","Wednesday",1945,"6 col. x 21”","1.52","21","53","24","Jonathan Deeley","Daniel Tucker",NA,48019,11,21.3,1.6646,NA,17.604,3.3291,1.5637,22824,54,58,3.3,21246,8,37.7,3,14.1,16,75.3,0,0,4,18.8,8,37.7,"Metropolitan Statistical Area","Outlying",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,9.6,23.9796652438732,13.279938612057,23.8479003310204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,32,42.3609149957639,"Non I-35 Corridor",0.966666666666667,"019","Bandera",1,TRUE,0.192841458058849,0.138319856244385,0.4352,0.280339041292022,0.0386575797491553,0.15296947482962,0.048679915239677,0.0151766794570758,0.00738789301872745,0.0763481660342647,0.0711067580803134,60361,FALSE,TRUE
"Bartlett","Tribune Progress","*",NA,"641 W. Davilla St.","Bartlett, TX 76511","PO Box 50","Bartlett, TX 76511-0050",NA,"254-527-4424",NA,"editor@tribuneprogress.com",392,"Bell","Wednesday",1886,"6 col. x 21”","1.54","31","52, 54","5, 24","Paul Schlesinger","Paul Schlesinger","Paul Schlesinger",48027,14.7,21.4,2.4743,0.1624,19.3586,3.7321,2.73,355642,797,257,4.1,353629,97,27.4,204,57.7,355,100.4,70,19.8,206,58.3,304,86,"Metropolitan Statistical Area","Central",28660,"Killeen-Temple, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,53.8,8.90335008781941,15.0299341421892,15.4006317257881,1166,0,0,141,1054,0,0,120,329.724089370498,0,0,39.8722955413725,298.052478727706,0,0,33.9338685458489,40,11.3,54,16,29,15.270240845632,"Non I-35 Corridor",0.983333333333333,"027","Bell",5,FALSE,0.253373629463031,0.142063522135398,0.4406,0.209635140249024,0.0477372788274277,0.166808192499746,0.0632758923049943,0.0148786723646198,0.00836233074587191,0.136607632786468,0.0745995539657024,54987,FALSE,FALSE
"Bastrop","Bastrop Advertiser","*","*","1106 College Street, Suite D","Bastrop, TX 78602","PO Box 859","Bastrop, TX 78602","www.statesman.com/bastrop","512-321-2557","512-321-1680","asevilla@statesman.com",653,"Bastrop","Thursday / Saturday",1853,"6 col. x 21”","1.55","10, 27","17","5","Patrick Dorsey","Andy Sevilla","Andrea Vick",48021,10.8,16.4,2.3939,NA,18.6427,3.6247,2.4277,86976,304,271,3.1,86105,32,37.2,24,27.9,55,63.9,8,9.3,18,20.9,25,29,"Metropolitan Statistical Area","Outlying",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,13.3,5.14318630678078,5.93523699802502,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,45,13,28,52.2617734161779,"I-35 Corridor",0.966666666666667,"021","Bastrop",3,FALSE,0.387913264777347,0.11271802755277,0.418,0.253382167391,0.052747791952895,0.145906350764054,0.0471926258236366,0.00879714005327352,0.0134585728305061,0.0855843808504948,0.0511963144598009,71820,FALSE,FALSE
"Bay City","The Bay City Tribune","*","*","2901 Carey Smith Blvd.","Bay City, TX 77414","PO Box 2450","Bay City, TX 77404-2450","www.baycitytribune.com","979-245-5555","979-244-5908","brenda.burr@baycitytribune.com",2335,"Matagorda","Sunday / Wednesday",1845,"6 col. x 21”","1.6042","27","30","17","Brenda Burr","Jimmy Galvan","Brenda Burr",48321,17.3,24,2.1938,NA,16.7733,3.0393,3.1993,36552,120,119,6.2,37064,4,10.8,2,5.4,11,29.7,4,10.8,3,8.1,19,51.3,"Micropolitan Statistical Area","Central",13060,"Bay City, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,30,24.8241621845263,6.21707350710247,19.623938202858,38,0,0,0,0,0,0,0,102.525361536801,0,0,0,0,0,0,0,1,2.7,20,3,17,53.9607165983164,"Non I-35 Corridor",0.966666666666667,"321","Matagorda",2,FALSE,0.430811883341034,0.179216494845361,0.4638,0.238079428974561,0.0607544507615056,0.129144706809976,0.0586380047308794,0.00639083703365564,0.00112047142797859,0.151870503597122,0.0641598261709319,48733,FALSE,FALSE
"Baytown","Baytown Sun","*",NA,"1301 Memorial Dr.","Baytown, TX 77520-2401","PO Box 90","Baytown, TX 77522-0090","www.baytownsun.com","281-422-8302","281-427-5252","sunnews@baytownsun.com",4748,"Harris","Sunday / Tuesday / Thursday",1919,"6 col. x 21”","1.6042","36","128, 143","6, 11","Carol Skewes","David Bloom","Jackland McDowell",48201,15.9,23.3,1.676,0.1996,16.064,2.7396,3.033,4698619,8673,6609,4.4,4978845,993,19.9,1722,34.6,3204,64.4,335,6.7,1771,35.6,4416,88.7,"Metropolitan Statistical Area","Central",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,37.8,10.7373585041253,3.90197298962513,21.4472845196724,16344,40,79,826,16144,21,21,518,328.268905740187,0.803399181938783,1.5867133843291,16.5901931070359,324.251909830493,0.421784570517861,0.421784570517861,10.4040194061072,549,11,594,160,27,11.9304778517909,"Non I-35 Corridor",0.983333333333333,"201","Harris",13,FALSE,0.430846712468399,0.156064672985044,0.4962,0.192721538845652,0.0354813966249965,0.204768971543852,0.0815682591054198,0.022650228244659,0.0136499518676808,0.126408758311942,0.0617569057046573,63022,FALSE,FALSE
"Beaumont","The Beaumont Enterprise","*","*","380 Main St","Beaumont, TX 77701","PO Box 3071","Beaumont, TX 77704-3071","www.beaumontenterprise.com","409-838-2897","409-838-2845","valerie.brooks@hearst.com",6017,"Jefferson","Daily",1880,"6 col. x 20.75”","1.5417","14","21-22","3, 4","Jeff Bergin","Kaitlin Bain","Belinda Mills",48245,18.3,25.9,1.5366,0.3262,19.1962,6.8369,3.5697,255001,945,663,6.9,258678,78,30.2,29,11.2,170,65.7,88,34,70,27.1,181,70,"Metropolitan Statistical Area","Central",13140,"Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,70.3,7.40665663519487,5.77602270335171,25.6831437349319,1161,0,0,95,2176,0,0,85,448.820541368033,0,0,36.7251950301147,841.200256689784,0,0,32.8593850269447,20,7.7,56,13,24,21.6485360177518,"Non I-35 Corridor",0.983333333333333,"245","Jefferson",2,FALSE,0.21196115921876,0.179673613109648,0.4829,0.268088772690811,0.0529665171276627,0.129332422234766,0.0440595383107044,0.0117769393030096,0.00749279538904899,0.155192954090967,0.057289537049657,50840,FALSE,FALSE
"Beeville","Beeville Bee-Picayune","*","*","111 N. Washington","Beeville, TX 78102","111 N. Washington","Beeville, TX 78102","www.mySouTex.com","361-358-2550","361-358-5323","editor@mysoutex.com",2258,"Bee","Thursday",1886,"6 col. x 21”","1.56","34","43","27","Dennis Wade","Kevin J. Keller","Dennis Wade",48025,23.1,26.1,2.6349,NA,18.6115,5.5207,2.6767,32587,98,70,6.3,34445,5,14.5,1,2.9,12,34.8,5,14.5,3,8.7,14,40.6,"Micropolitan Statistical Area","Central",13300,"Beeville, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,14.1,12.8836924662608,6.18095146068863,23.7079069018364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,7,8.70953694295253,"Non I-35 Corridor",0.95,"025","Bee",1,TRUE,0.592259805575148,0.193680042025296,0.4743,0.208899487087195,0.127013407720687,0.0561504544227481,0.0324844776388014,0.0137676594978854,0.00544407450733375,0.157312625014708,0.0833557407905351,45287,FALSE,TRUE
"Bellville","The Bellville Times","*","*","106 E. Palm","Bellville, TX 77418-1544","PO Box 98","Bellville, TX 77418-0098",NA,"979-865-3131","979-865-3132","bvtimes@sbcglobal.net",2979,"Austin","Thursday",1879,"6 col. x 21”","1.5625","10","85","18","Bruce White","Bruce White","Angie Grawunder",48015,11.4,18,1.4181,NA,14.6619,1.7979,1.8992,29989,50,47,3.8,30402,1,3.3,0,0,11,36.2,1,3.3,2,6.6,8,26.3,"Metropolitan Statistical Area","Outlying",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,20.3,NA,5.35353200517121,19.623938202858,5,0,0,0,0,0,0,0,16.4462864285244,0,0,0,0,0,0,0,0,0,8,3,43,26.3140582856391,"Non I-35 Corridor",0.95,"015","Austin",4,FALSE,0.272280208751505,0.117150003379977,0.4275,0.298764342453663,0.0355987055016181,0.160341276846131,0.0493772678238698,0.0122585074041385,0.0075512405609493,0.0899818480421817,0.0558432934926959,64468,FALSE,FALSE
"Belton","The Belton Journal","*","*","210 N. Penelope","Belton, TX 76513","PO Box 180","Belton, TX 76513-0180","www.beltonjournal.com","254-939-5754","254-939-2333","gm@beltonjournal.com",3306,"Bell","Thursday",1866,"6 col. x 21”","1.5625","31","55","24","David Tuma","Cassidy Pate","David Tuma",48027,14.7,21.4,2.4743,0.1624,19.3586,3.7321,2.73,355642,797,257,4.1,353629,97,27.4,204,57.7,355,100.4,70,19.8,206,58.3,304,86,"Metropolitan Statistical Area","Central",28660,"Killeen-Temple, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,53.8,8.90335008781941,15.0299341421892,15.4006317257881,1166,0,0,141,1054,0,0,120,329.724089370498,0,0,39.8722955413725,298.052478727706,0,0,33.9338685458489,40,11.3,54,16,29,15.270240845632,"Non I-35 Corridor",0.983333333333333,"027","Bell",5,FALSE,0.253373629463031,0.142063522135398,0.4406,0.209635140249024,0.0477372788274277,0.166808192499746,0.0632758923049943,0.0148786723646198,0.00836233074587191,0.136607632786468,0.0745995539657024,54987,FALSE,FALSE
"Big Lake","Big Lake Wildcat","*","*","303 E 1st St","Big Lake, TX 76932","PO Box 946","Big Lake, TX 76932","https://mybiglake.com","325-884-2215","325-884-5771","editor@mybiglake.com",934,"Reagan","Thursday",1925,"6 col. x 21”","1.75","23","72","31","Randy Mankin","J.L. Mankin","Jacy Mankin",48383,8.3,10.1,NA,0,13.2013,3.9604,NA,3741,78,17,4.7,4226,0,0,0,0,0,0,0,0,0,0,2,47.3,NA,NA,NA,NA,NA,6,"TX",6,6,1.6,NA,4.28360413589365,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,141.978230004733,"Non I-35 Corridor",0.816666666666667,"383","Reagan",1,TRUE,0.699150292087095,0.107984994640943,0.3811,0.35958595859586,0.0711071107110711,0.0751575157515752,0.0346534653465347,0.00675067506750675,0,0.062667860340197,0.063013698630137,61659,FALSE,TRUE
"Big Sandy","Big Sandy-Hawkins Journal","*",NA,"201 W Broadway St.","Big Sandy, TX 75755","PO Box 840","Big Sandy, TX 75755","bshjournal.com","903-636-4351",NA,"news@bshjournal.com",769,"Upshur","Wednesday",1948,"6 col. x 21”","1.8125","1","5","1","Joy Lanham-Clark","Joy Lanham-Clark","Theresa Olson",48459,12.6,17.8,1.572,NA,18.8636,3.2008,2.2159,41260,200,148,4.4,41655,8,19.2,4,9.6,16,38.4,8,19.2,2,4.8,7,16.8,"Metropolitan Statistical Area","Outlying",30980,"Longview, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,7.7,NA,6.73725912158857,18.6485171318054,31,0,0,0,0,0,0,0,74.4208378345937,0,0,0,0,0,0,0,1,2.4,11,3,30,26.4073940703397,"Non I-35 Corridor",0.95,"459","Upshur",2,FALSE,0.0870101000338279,0.148963254914441,0.4457,0.275583833931682,0.0737567980663278,0.126257420111613,0.0491238047844169,0.00458536238581026,0.00241709024988448,0.144385769872151,0.0595146590534753,54330,FALSE,FALSE
"Big Spring","Big Spring Herald","*","*","710 Scurry","Big Spring, TX 79720","PO Box 1431","Big Spring, TX 79721-1431","www.bigspringherald.com","432-263-7331","432-264-7205","publisher@bigspringherald.com",1489,"Howard","Daily (Ex Sat)",1904,"6 col. x 21”","1.6458","19","72","31","Rick Nunez","Amanda Duforat","Rick Nunez",48227,15.7,17.8,2.2838,NA,15.9598,2.5829,2.3382,36459,58,57,5.4,41236,3,7.3,9,21.8,10,24.3,12,29.1,11,26.7,19,46.1,"Micropolitan Statistical Area","Central",13700,"Big Spring, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,19.2,11.4744693057946,6.41709695926563,24.1987973451614,150,37,0,43,53,2,0,43,363.759821515181,89.7274226404113,0,104.277815501019,128.528470268697,4.85013095353575,0,104.277815501019,9,21.8,18,5,26,43.6511785818217,"Non I-35 Corridor",0.966666666666667,"227","Howard",1,TRUE,0.433159362659818,0.163691510536792,0.4426,0.239077767907615,0.107768715174029,0.0913752725510781,0.029879673746265,0.0088023903738997,0.00375514818703061,0.0849920732781399,0.0677322153805843,57761,FALSE,TRUE
"Blanco","Blanco County News","*",NA,"714 Fourth St, #102","Blanco, TX 78606","PO Box 429","Blanco, TX  78606-0429","www.blanconews.com","830-833-4812","830-833-4246","editor@blanconews.com",1361,"Blanco","Wednesday",1883,"6 col. x 20.75”","1.736","21","19","25","Scott Wesner","John Verser","Jill Hunter",48031,9.8,14.6,2.0659,NA,14.0679,2.607,1.033,11702,24,11,2.5,11504,3,26.1,2,17.4,6,52.2,1,8.7,3,26.1,4,34.8,NA,NA,NA,NA,NA,8,"TX",6,4,7,26.3759451380341,8.95902936521892,21.7678442597389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,60.8484005563282,"I-35 Corridor",0.883333333333333,"031","Blanco",2,FALSE,0.197477201056848,0.112025645468723,0.4961,0.228949433793026,0.0463056396457002,0.193295212467765,0.0578540195089136,0.0214149568337258,0.00896961542773854,0.0664523043944266,0.0491640456878,70397,FALSE,FALSE
"Boerne","Boerne Star","*","*","941 N. School","Boerne, TX 78006-2334","PO Box 820","Boerne, TX 78006-0820","www.boernestar.com","830-249-2441","830-249-4607","news@boernestar.com",2812,"Kendall","Tuesday / Friday",1906,"6 col. x 21”","1.52","21","19","25","Keith E. Domke","Keith E. Domke","Kolleen Roe",48259,6.7,8.6,1.6324,NA,15.8857,1.7533,1.9045,45641,55,39,2.7,46278,19,41.1,7,15.1,60,129.7,5,10.8,9,19.4,48,103.7,"Metropolitan Statistical Area","Outlying",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,29.5,15.8088484383116,8.3380383477495,21.7678442597389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.1,14,5,33,30.2519555728424,"I-35 Corridor",0.966666666666667,"259","Kendall",2,FALSE,0.241718142050076,0.0484519814193319,0.4775,0.160869007124061,0.0311276554778256,0.287016237725435,0.129580899813876,0.0204094730761825,0.0156280084718567,0.0386097775373588,0.0433135554541305,98692,FALSE,FALSE
"Bogata","Bogata News-Talco Times","*",NA,"161 Main St.","Deport, TX 75435","PO Box 310","Bogata, TX 75417-0310",NA,"903-652-4205","903-652-6041","bpnews@bpnewstx.com",386,"Red River","Thursday",1910,"6 col. x 21”","1.667","1","1","1","Melody Schmidt","Carly Crow","Steve Schmidt",48387,15.7,25.6,1.5564,NA,18.249,6.537,2.8016,12175,31,26,4.5,12610,0,0,2,15.9,5,39.7,6,47.6,2,15.9,2,15.9,NA,NA,NA,NA,NA,6,"TX",6,6,82.2,NA,6.54181410201087,20.7215860486031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,63.441712926249,"Non I-35 Corridor",0.866666666666667,"387","Red River",2,FALSE,0.0737102765167148,0.202399932869011,0.4637,0.332590777456004,0.0622633103141011,0.113945199376253,0.0355312987302294,0.00345288482958343,0.00378703497438182,0.135912891308575,0.0514463211026985,37135,FALSE,FALSE
"Booker","Booker News","*",NA,"204 S. Main","Booker, TX 79005","PO Box 807","Booker, TX 79005-0807","www.bookernews.com","806-658-4732","806-658-4424","bnews@ptsi.net",519,"Lipscomb","Thursday",1927,"6 col. x 21”","1.833","13","87","31","Joni Yara","Joni Yara","Kayla Parvin",48295,11.3,14.8,NA,0,11.4471,NA,NA,3355,3,2,2.4,3651,0,0,0,0,2,54.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,9,"TX",6,12,0.1,NA,4.11899313501144,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,27.3897562311695,"Non I-35 Corridor",0.833333333333333,"295","Lipscomb",1,TRUE,0.304150257497728,0.113459745104134,0.4343,0.275712216320618,0.0226943505552873,0.177691936262675,0.0371801062288749,0.0130371801062289,0.00820859488169966,0.0880829015544041,0.0560802833530106,63182,FALSE,TRUE
"Borger","Borger News-Herald","*",NA,"207 N. Main","Borger, TX 79007-4711","PO Box 5130","Borger, TX 79008-5130","www.borgernewsherald.com","806-273-5611","806-273-2552","publisher@borgernewsherald.com",618,"Hutchinson","Daily (Ex Mon Sat)",1926,"6 col. x 21”","1.611","13","87","31","Rick Nunez","Jessica Ozbun","Rick Nunez",48233,12.1,15.4,1.5116,NA,15.1495,2.7545,1.9819,21198,60,49,4.6,21461,0,0,0,0,1,4.7,4,18.6,2,9.3,8,37.3,"Micropolitan Statistical Area","Central",14420,"Borger, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,32.4,NA,6.45583741572489,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,33,18.6384604631657,"Non I-35 Corridor",0.95,"233","Hutchinson",2,FALSE,0.236199952617863,0.129741852364365,0.4175,0.251021139376568,0.0857757076316732,0.117950555356503,0.0283769258330348,0.0048011465424579,0.00286635614475099,0.0918857789086797,0.0699,57921,FALSE,FALSE
"Bowie","The Bowie News","*",NA,"200 Walnut St","Bowie, TX 76230-5032","PO Box 831","Bowie, TX 76230-0831","www.bowienewsonline.com","940-872-2247","940-872-4812","editor@bowienewsonline.com",3785,"Montague","Wednesday / Saturday",1922,"6 col. x 21”","1.6458","13","68","30","James Michael Winter","Barbara Beckwith Green","Kayla Woods",48337,12.4,18.2,1.3454,NA,16.3519,2.9237,2.6908,19596,61,52,3.2,19199,1,5.2,1,5.2,6,31.3,5,26,2,10.4,8,41.7,NA,NA,NA,NA,NA,6,"TX",6,4,39,NA,7.8236914600551,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,20,57.2946507630606,"Non I-35 Corridor",0.866666666666667,"337","Montague",3,FALSE,0.112118126272912,0.140066328116903,0.4251,0.303080466388369,0.0540521088239528,0.122426946883547,0.0325320282136174,0.0130272059881963,0.00640564272347776,0.111055339440331,0.0622563632194451,57511,FALSE,FALSE
"Brady","Brady Standard-Herald","*","*","201 S. Bridge","Brady, TX 76825-4917","PO Box 1151","Brady, TX 76825-1151","www.bradystandard.com","325-597-2959","325-597-1434","publisher@bradystandard.com",1485,"McCulloch","Wednesday",1909,"6 col. x 21”","1.667","11","53","28","James Stewart","James Stewart","Holly Stewart",48307,16.2,27.1,1.3816,NA,15.6579,1.5132,2.0395,7987,21,16,4.4,8660,2,23.1,0,0,7,80.8,1,11.5,2,23.1,5,57.7,NA,NA,NA,NA,NA,7,"TX",6,9,17.6,NA,7.45740498034076,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.8,"307","McCulloch",1,TRUE,0.326976160602258,0.152288168183566,0.4313,0.25673249551167,0.0567324955116697,0.11149012567325,0.063016157989228,0.00125673249551167,0.00089766606822262,0.137416693113297,0.0492392807745505,48618,FALSE,TRUE
"Breckenridge","Breckenridge American","*","*","114 E. Elm","Breckenridge, TX 76424-3688","PO Box 871","Breckenridge, TX 76424-0871","www.breckenridgeamerican.com","254-559-5412","254-559-3491","editor@breckenridgeamerican.com",632,"Stephens","Wednesday",1920,"6x20.67","1.69","25","60","10","Kylie Bailey","Kylie Bailey","admgr@breckenridgeamerican.com",48429,15.6,23.5,2.4691,NA,22.085,2.9492,2.2634,9433,32,23,3.2,9570,17,177.6,0,0,5,52.2,2,20.9,0,0,7,73.1,NA,NA,NA,NA,NA,7,"TX",6,11,18.6,NA,6.26304801670146,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,70,20.8986415882968,"Non I-35 Corridor",0.866666666666667,"429","Stephens",1,TRUE,0.242145757640521,0.194031518944898,0.4871,0.273929471032746,0.0557304785894207,0.121379093198992,0.0218828715365239,0.00645465994962217,0.00771410579345088,0.13174882629108,0.0860355648535565,44940,FALSE,TRUE
"Brenham","Brenham Banner-Press","*","*","2430 Stringer","Brenham, TX 77833","PO Box 585","Brenham, TX 77834-0585","www.brenhambanner.com","979-836-7956","979-830-8577","derek@brenhambanner.com",3713,"Washington","Sunday / Tuesday / Thursday",1866,"6 col. x 21”","1.833","10","12","18","Derek Hall","Derek Hall","Helen Nowicki",48477,11.7,17.6,1.3156,0.6322,14.4712,1.7427,2.3407,35108,84,88,3.6,35155,4,11.4,4,11.4,16,45.5,6,17.1,11,31.3,28,79.6,"Micropolitan Statistical Area","Central",14780,"Brenham, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,29.2,11.1716240748499,6.04105571847507,18.638750910759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.7,2,1,40,5.68909116768596,"Non I-35 Corridor",0.983333333333333,"477","Washington",1,TRUE,0.163061658398299,0.105310720848269,0.473,0.278222900504472,0.0318368731188266,0.182373140022892,0.060621476111747,0.0211115350375175,0.0167874856924838,0.0730425643720441,0.0458440702343141,59623,FALSE,TRUE
"Brownfield","Brownfield News","*","*","409 W. Hill St","Brownfield, TX 79316-3203","PO Box 1272","Brownfield, TX 79316-1272","www.brownfieldonline.com","806-637-4535","806-637-3795","news@brownfieldonline.com",1418,"Terry","Sunday / Wednesday",1904,"6 col. x 21”","1.833","19","83","28","Christy Hawkins",NA,"Mattie Garcia",48445,18.5,27.4,1.7771,NA,15.4281,1.8578,4.8465,12287,77,65,4,13040,1,7.7,0,0,0,0,1,7.7,0,0,4,30.7,NA,NA,NA,NA,NA,6,"TX",6,6,20.5,NA,3.31332938889358,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,5,30.6748466257669,"Non I-35 Corridor",0.85,"445","Terry",1,TRUE,0.554803352675693,0.211167159506001,0.4391,0.230356458413185,0.0723137856139006,0.0843234955921809,0.0172479877347643,0.0121374728503897,0.00191644308164048,0.179468422336016,0.0780207561156412,44052,FALSE,TRUE
"Brownsville","The Brownsville Herald","*","*","222 N Expressway Ste 176","Brownsville, TX 78521","222 N Expressway Ste 176","Brownsville, TX 78521","www.myrgv.com","956-982-6664","956-504-1119","swingert@themonitormgt.com",5539,"Cameron","Daily",1892,"6 col. x 20”","1.608","34","37, 38","27","Stephan Wingert","Ryan Henry","Benita Mendell",48061,24.4,34.6,2.2909,0.2913,20.3517,2.3376,3.6755,423908,1115,902,6.1,427881,59,13.8,52,12.2,212,49.5,77,18,83,19.4,254,59.4,"Metropolitan Statistical Area","Central",15180,"Brownsville-Harlingen, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,22.3,9.50080400553897,3.81789808962583,29.8536658287048,261,1,0,94,303,0,0,84,60.9982682100865,0.233709839885389,0,21.9687249492265,70.8140814852728,0,0,19.6316265503727,20,4.7,28,5,16,6.54387551679088,"Non I-35 Corridor",0.983333333333333,"061","Cameron",4,FALSE,0.898328733698935,0.266815902707011,0.4754,0.219681952514023,0.0414306105627149,0.125707163104883,0.0418286725236726,0.00867292575541304,0.00531553446854707,0.236224875559196,0.0563090385378278,41200,FALSE,FALSE
"Brownwood","Brownwood Bulletin","*","*","700 Carnegie","Brownwood, TX 76801-7040","PO Box 1189","Brownwood, TX 76804-1189","www.brownwoodtx.com","325-646-2541","325-646-6835","news@brownwoodbulletin.com",4279,"Brown","Sunday / Wednesday / Friday",1900,"6 col. x 21”","1.667","11","68","10",NA,"Derrick Stuckly",NA,48049,15.6,22.3,1.5848,0.3108,21.1156,2.1442,4.8167,37924,156,150,3.8,38923,29,74.5,7,18,51,131,21,54,15,38.5,30,77.1,"Micropolitan Statistical Area","Central",15220,"Brownwood, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,59.7,NA,7.79629872686704,27.9468238353729,2,0,0,0,0,0,0,0,5.13835007579066,0,0,0,0,0,0,0,1,2.6,NA,NA,NA,NA,"Non I-35 Corridor",0.9,"049","Brown",1,TRUE,0.22526120883481,0.126822642346288,0.4645,0.27675022928768,0.0746713543258942,0.149648425557933,0.0397814124121064,0.00489147049831856,0.00672577193518802,0.113179143287259,0.0433612097605682,49180,FALSE,TRUE
