Area,Age group,Race,Sex,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Armstrong,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Armstrong,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Armstrong,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,All,All,Cases,--,--,--,--,--,7,5,6,7,7
Atascosa,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,14.47,10.26,12.22,13.91,13.68
Atascosa,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,All,Male,Cases,--,--,--,--,--,7,5,--,6,--
Atascosa,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,29.07,20.64,-0.01,23.94,-0.01
Atascosa,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Hispanic,All,Cases,--,--,--,--,--,5,5,--,--,6
Atascosa,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,16.27,16.05,-0.01,-0.01,18.09
Atascosa,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Hispanic,Male,Cases,--,--,--,--,--,5,5,--,--,--
Atascosa,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,32.4,31.94,-0.01,-0.01,-0.01
Atascosa,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Atascosa,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Atascosa,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,All,All,Cases,--,--,--,6,--,--,--,--,--,--
Austin,All,All,All,Rate,-0.01,-0.01,-0.01,20.92,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Austin,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Austin,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bailey,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bailey,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bandera,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bandera,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,All,All,Cases,12,10,8,--,7,--,12,10,13,5
Bastrop,All,All,All,Rate,16.14,13.32,10.7,-0.01,9,-0.01,14.53,11.82,15.01,5.64
Bastrop,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,All,Male,Cases,10,8,5,--,6,--,10,10,10,--
Bastrop,All,All,Male,Rate,26.25,20.89,13.13,-0.01,15.18,-0.01,23.85,23.3,22.72,-0.01
Bastrop,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Bastrop,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Bastrop,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
